GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G11161,2022,Foothills Medical Centre,Calgary,Alberta,15739,622111,General (except Paediatric) Hospitals,"Hôpitaux généraux, sauf les hôpitaux pédiatriques",Alberta  Health Services,,60437.41,1.15,32.2,1.537,407.305,60876.915
G11162,2022,North Sheridan Landfill Site (Closed),Mississauga,Ontario,10804,562110,Waste Collection,Collecte des déchets,Region of Peel,Region of Peel,0,1098.335,30753.38,0,0,30753.38
G11164,2022,Waterton Complex - Compressor Station W,PINCHER CREEK,Alberta,17876,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),PIERIDAE ALBERTA PRODUCTION LTD.,,19146.1848,236.1848,6613.1744,4.6323,1227.5595,26986.9187
G11165,2022,BLIND RIVER REFINERY,Blind River,Ontario,3657,325189,All Other Basic Inorganic Chemical Manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,Cameco Corporation,Cameco Corporation,14668.173,0.3357,9.3996,0.02976,7.8864,14685.459
G11166,2022,Lindbergh Custom Treating Facility,BONNYVILLE,Alberta,21098,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,11968.676,25.894,725.032,0.21,55.65,12749.358
G11167,2022,LA BRASSERIE LABATT,LaSalle,Quebec,3107,312120,Breweries,Brasseries,Labatt Brewing Company Ltd,,9221.118,0.020002,0.560056,0.17001,45.05265,9266.730706
G11168,2022,Niton Sweet Gas Plant,,Alberta,5345,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,12603.60523,98.30278,2752.47784,2.74552,727.5628,16083.64587
G11171,2022,WASTEWATER TREATMENT PLANT,Saskatoon,Saskatchewan,5347,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,City of Saskatoon,,14890.28,95.33051,2669.25428,11.867007,3144.756855,20704.29114
G11172,2022,Toyota Motor Manufacturing Canada Inc. (Woodstock),Woodstock,Ontario,11576,336110,Automobile and Light-Duty Motor Vehicle Manufacturing,Fabrication de voitures et de véhicules automobiles légers,Toyota Motor Manufacturing Canada Inc.,,34698.671,0.6989,19.5692,0.70912,187.9168,34906.157
G11173,2022,BUNGE CANADA - ALTONA PLANT,Altona,Manitoba,159,311224,Oilseed Processing,Transformation des graines oléagineuses,Bunge Canada,Bunge Canada,37695.871,0.7409,20.7452,0.6397,169.5205,37886.1367
G11174,2022,BUNGE CANADA - FORT SASKATCHEWAN PLANT,Sturgeon County,Alberta,4468,311224,Oilseed Processing,Transformation des graines oléagineuses,Bunge Canada,Bunge Canada,13738.287,0.255155,7.14434,0.227015,60.158975,13805.59032
G11175,2022,BUNGE CANADA - HARROWBY PLANT,Russell,Manitoba,4896,311224,Oilseed Processing,Transformation des graines oléagineuses,Bunge Canada,Bunge Canada,30750.107,0.62246,17.42888,3.145742,833.62163,31601.15751
G11176,2022,Papeterie de Dolbeau,Dolbeau-Mistassini,Quebec,1979,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Produits forestiers Résolu,Resolute FP Canada Inc.,5253,62.415,1747.62,17.473,4630.345,11630.965
G11177,2022,Sturgeon 13-07-069-24-W5 GP,Sturgeon Lake,Alberta,17247,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,8693.80147,117.94851,3302.55828,1.00541,266.43365,12262.7934
G11178,2022,Tilley Main Gas Battery 08-16,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,10838.372,103.934,2910.152,2.28,604.2,14352.724
G11179,2022,JCWP 7-6,Swan Hills,Alberta,23628,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Conifer Energy Inc.,Conifer Energy Inc.,30802.0641,2.16788,60.70064,0.7617,201.8505,31064.61524
G11180,2022,Westerose Comp Stn 11-09,na,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Bonavista Energy Corporation,Bonavista Energy Corporation,18128.0983,141.7617,3969.3276,2.3441,621.1865,22718.6124
G11183,2022,Beartrap Custom Treating Facility,BONNYVILLE,Alberta,21096,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,13466.096,9.556,267.568,0.24,63.6,13797.264
G11184,2022,Pierson Oil Battery 14-09,,Manitoba,18515,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,15581.3097,32.4062,907.3736,0.0493,13.0645,16501.7478
G11186,2022,BUNGE CANADA - NIPAWIN PLANT,Nipawin,Saskatchewan,163,311224,Oilseed Processing,Transformation des graines oléagineuses,Bunge Canada,Bunge Canada,30020.16,0.6174,17.2872,0.53893,142.81645,30180.26365
G11187,2022,North East Station 7-15,Cypress County,Alberta,18580,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),City of Medicine Hat,City of Medicine Hat,10570.247,41.233,1154.524,1.026,271.89,11996.661
G11190,2022,Clearhills 16-11-088-13 W6M,Fairview,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,13962.282,46.894,1313.032,2.26,598.9,15874.214
G11195,2022,Minehead 10-12,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,9282.16,91.11,2551.08,2.91,771.15,12604.39
G11196,2022,Wild Hay Gas Battery 13-24,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,17069.27,104.602,2928.856,3.32,879.8,20877.926
G11200,2022,Smoky Sweet Gas Plant 07-36,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,28722.08,308.634,8641.752,2.77,734.05,38097.882
G11203,2022,LET de La Nouvelle-Beauce,Frampton,Quebec,32981,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,MRC de La Nouvelle-Beauce,,111.4,315.35,8829.8,0.055,14.575,8955.775
G11205,2022,Ferrier 01-34-040-09 W5M,,Alberta,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,12000.486,134.272,3759.616,2.13,564.45,16324.552
G11206,2022,Installations Portuaires et Services Ferroviaires,La Baie,Quebec,5561,482112,Short-Haul Freight Rail Transportation,Transport ferroviaire de marchandises sur de courtes distances,Rio Tinto Alcan Inc,Rio Tinto,15879,0.898396,25.155088,0.129048,34.19772,15947.80771
G11207,2022,Hythe Comp Stn A-029-H,Dawson Creek,British Columbia,22311,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ovintiv Canada ULC,Ovintiv Canada ULC,20282.2334,80.8412,2263.5536,0.6138,162.657,22708.444
G11208,2022,Usine de Gatineau,Gatineau,Quebec,929,322122,Newsprint Mills,Usines de papier journal,Produits forestiers Résolu,Resolute FP Canada Inc.,36916.9,17.03,476.84,11.958,3168.87,40562.61
G11209,2022,Centrale de Kuujjuaq,Kuujjuaq,Quebec,6147,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Hydro-Québec,Hydro-Québec,14803.027,0.978,27.384,0.168,44.52,14874.931
G11210,2022,Centrale d'Obedjiwan,Obedjiwan,Quebec,6145,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Hydro-Québec,Hydro-Québec,10521.45,0.695,19.46,0.12,31.8,10572.71
G11211,2022,Prairie Green IWMF,Rosser,Manitoba,21058,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Waste Connections of Canada Inc.,Waste Connections of Canada Inc.,1107.2864,1196.838995,33511.49186,0.08884,23.5426,34642.32086
G11212,2022,Kapuskasing Operations,Kapuskasing,Ontario,2173,322122,Newsprint Mills,Usines de papier journal,Produits Forestiers GreenFirst (QC) Inc. / GreenFirst Forest Products (QC) Inc.,GreenFirst Forest Products,32958.532,12.826,359.128,8.972,2377.58,35695.24
G11213,2022,Cactus Lake Battery,Cactus Lake,Saskatchewan,6640,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Strathcona Resources Ltd.,,56292.7851,198.936,5570.208,11.6584,3089.476,64952.4691
G11215,2022,Midale Complex 07-12-06-11W2,WEYBURN,Saskatchewan,5255,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cardinal Energy Ltd.,,7534.27,72.69,2035.32,7.82,2072.3,11641.89
G11216,2022,Consort Sweet Gas Plant,Consort,Alberta,15385,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Karve Energy Inc.,,18723.1558,83.3985,2335.158,4.1882,1109.873,22168.1868
G11217,2022,Wildhay Cecilia-Kaybob Plant,Swan Hills,Alberta,19309,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Peyto Exploration and Development Corporation,Peyto Exploration and Development Corporation,18174.2342,207.4774,5809.3672,3.5025,928.1625,24911.7639
G11219,2022,Leafland Facility,Rocky Mountain House,Alberta,15348,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Paramount Resources Ltd.,,10202.85489,229.99899,6439.97172,0.68445,181.37925,16824.20586
G11220,2022,Air Liquide Canada - Hamilton (ASU and H2),Hamilton,Ontario,3503,325120,Industrial Gas Manufacturing,Fabrication de gaz industriels,Air Liquide Canada Inc.,Air Liquide Canada Inc.,10408.71,4.373,122.444,0.065,17.225,10548.379
G11221,2022,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",Candiac,Quebec,2524,322121,Paper (except Newsprint) Mills,"Usines de papier, sauf le papier journal",Cascades Canada ULC,Cascades Canada ULC,30641.49,6.94791,194.54148,0.53395,141.49675,31056.78666
G11224,2022,Court Battery 06-25,Major,Saskatchewan,17297,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Strathcona Resources Ltd.,,5427.1992,177.2753,4963.7084,0.9534,252.651,10643.5586
G11225,2022,Graphic Packaging International Canada ULC - East Angus,East Angus,Quebec,8743,322130,Paperboard Mills,Usines de carton,Graphic Packaging International Canada ULC,,33162.038,0.682,19.096,0.5658,149.937,33331.071
G11226,2022,Everdell 14-20-038-07W5 GP,,Alberta,17116,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,14306.05211,51.90908,1453.45424,3.31931,879.61715,16639.1235
G11227,2022,Armstrong Division,Armstrong,British Columbia,7941,321212,Softwood Veneer and Plywood Mills,Usines de placages et de contreplaqués de résineux,Tolko Industries Ltd.,Tolko Industries Ltd.,6774.2473,90.6365,2537.822,10.5022,2783.083,12095.1523
G11228,2022,Soda Creek,Williams Lake,British Columbia,7939,321111,Sawmills (except Shingle and Shake Mills),"Scieries, sauf les usines de bardeaux et de bardeaux de fente",Tolko Industries Ltd.,Tolko Industries Ltd.,13503.6261,53.5101,1498.2828,0.219,58.035,15059.9439
G11229,2022,"Cascades Groupe Tissu Kingsey Falls, une division de Cascades Canada ULC",Kingsey Falls,Quebec,5541,322291,Sanitary Paper Product Manufacturing,Fabrication de produits hygiéniques en papier,Cascades Canada ULC,Cascades Canada ULC,17272.22,91.82917,2571.21676,0.34438,91.2607,19934.69746
G11231,2022,ArcelorMittal Longueuil,Longueuil,Quebec,6165,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,ArcelorMittal Produits Longs Canada s.e.n.c,ArcelorMittal Long Products Canada s.e.n.c,23762.877,0.47258,13.23224,0.428567,113.570255,23889.6795
